boro,zipcode,cuisine_description,inspection_date,action,violation_code,violation_description,grade,inspection_type,latitude,longitude,council_district,census_tract,inspection_year,violations,vermin_types,critical_flags
Bronx,10451,Fusion,2025-04-07,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,A,Pre-permit (Operational) / Initial Inspection,40.819744610285,-73.926739728826007,17,006100,2025,1,0,0
Bronx,10451,Fusion,2025-04-07,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",A,Pre-permit (Operational) / Initial Inspection,40.819744610285,-73.926739728826007,17,006100,2025,1,0,0
Bronx,10451,Hamburgers,2024-07-03,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,A,Cycle Inspection / Initial Inspection,40.817155839269,-73.921850812782,17,006500,2024,1,0,0
Bronx,10451,Hamburgers,2024-07-03,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",A,Cycle Inspection / Initial Inspection,40.817155839269,-73.921850812782,17,006500,2024,1,0,0
Bronx,10451,Hamburgers,2024-12-31,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",A,Cycle Inspection / Re-inspection,40.819854381506,-73.926710703668,08,006300,2024,1,0,0
Bronx,10451,Hamburgers,2025-02-26,Violations were cited in the following area(s).,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,A,Cycle Inspection / Initial Inspection,40.825678904356,-73.91881282016,16,006100,2025,1,0,0
Bronx,10451,Hamburgers,2025-02-26,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,A,Cycle Inspection / Initial Inspection,40.825678904356,-73.91881282016,16,006100,2025,1,0,0
Bronx,10451,Hamburgers,2025-02-26,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",A,Cycle Inspection / Initial Inspection,40.825678904356,-73.91881282016,16,006100,2025,1,0,0
Bronx,10451,Hamburgers,2025-06-23,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",A,Cycle Inspection / Initial Inspection,40.827753119815,-73.925729962397,16,019500,2025,1,0,0
Bronx,10451,Hamburgers,2025-06-23,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,A,Cycle Inspection / Initial Inspection,40.827753119815,-73.925729962397,16,019500,2025,1,0,0
Bronx,10451,Hamburgers,2025-06-23,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",A,Cycle Inspection / Initial Inspection,40.827753119815,-73.925729962397,16,019500,2025,1,0,0
Bronx,10451,Hamburgers,2025-09-26,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",A,Cycle Inspection / Re-inspection,40.819050413643,-73.927090950871,08,006300,2025,1,0,0
Bronx,10451,Hamburgers,2025-09-26,Violations were cited in the following area(s).,10E,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",A,Cycle Inspection / Re-inspection,40.819050413643,-73.927090950871,08,006300,2025,1,0,0
Bronx,10451,Hamburgers,2025-09-26,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",A,Cycle Inspection / Re-inspection,40.819050413643,-73.927090950871,08,006300,2025,1,0,0
Bronx,10451,Hotdogs,2024-09-27,Violations were cited in the following area(s).,08B,"Garbage receptacle not pest or water resistant, with tight-fitting lids, and covered except while in active use. Garbage receptacle and cover not cleaned after emptying and prior to reuse. Garbage, refuse and other solid and liquid waste not collected, stored, removed and disposed of so as to prevent a nuisance.",A,Cycle Inspection / Initial Inspection,40.829028434834,-73.928496459645,16,006300,2024,1,0,0
Bronx,10451,Hotdogs,2024-09-27,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",A,Cycle Inspection / Initial Inspection,40.829028434834,-73.928496459645,16,006300,2024,1,0,0
Bronx,10451,Italian,2025-08-05,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Not A,Cycle Inspection / Re-inspection,40.819300109395,-73.926971448884,08,006300,2025,1,0,0
Bronx,10451,Italian,2025-08-05,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Not A,Cycle Inspection / Re-inspection,40.819300109395,-73.926971448884,08,006300,2025,1,0,0
Bronx,10451,Italian,2025-08-05,Violations were cited in the following area(s).,04C,Food worker/food vendor does not use utensil or other barrier to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Not A,Cycle Inspection / Re-inspection,40.819300109395,-73.926971448884,08,006300,2025,1,0,0
Bronx,10451,Italian,2025-08-05,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Not A,Cycle Inspection / Re-inspection,40.819300109395,-73.926971448884,08,006300,2025,1,0,0
Bronx,10451,Italian,2025-08-05,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Not A,Cycle Inspection / Re-inspection,40.819300109395,-73.926971448884,08,006300,2025,1,0,0
Bronx,10451,Italian,2025-08-05,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Not A,Cycle Inspection / Re-inspection,40.819300109395,-73.926971448884,08,006300,2025,1,0,0
Bronx,10451,Italian,2025-08-05,Violations were cited in the following area(s).,09C,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",Not A,Cycle Inspection / Re-inspection,40.819300109395,-73.926971448884,08,006300,2025,1,0,0
Bronx,10451,Italian,2025-08-05,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not A,Cycle Inspection / Re-inspection,40.819300109395,-73.926971448884,08,006300,2025,1,0,0
Bronx,10451,Italian,2025-08-05,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not A,Cycle Inspection / Re-inspection,40.819300109395,-73.926971448884,08,006300,2025,1,0,0
Bronx,10451,Italian,2025-08-05,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not A,Cycle Inspection / Re-inspection,40.819300109395,-73.926971448884,08,006300,2025,1,0,0
Bronx,10451,Italian,2025-10-21,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",A,Pre-permit (Operational) / Initial Inspection,40.821383014047,-73.930831519586,08,006300,2025,1,0,0
Bronx,10451,Italian,2025-10-21,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",A,Pre-permit (Operational) / Initial Inspection,40.821383014047,-73.930831519586,08,006300,2025,1,0,0
